"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PGSC0003DMT400000210",19.075494259791,0.626524985720234,0.533194433442188,1.17504037256264,0.239978564137877,0.607541117934978
"PGSC0003DMT400000212",77.2882797323158,1.01270069868736,0.282951137784598,3.57906565287714,0.000344824841475387,0.00839806810578566
"PGSC0003DMT400000215",9.9271733960959,0.855529663901374,0.674229839399724,1.26889914077826,0.204477038825389,0.565499584434869
"PGSC0003DMT400000218",18.4674138723572,0.156200200518739,0.534207152796652,0.292396310496796,0.769983628835933,0.93017269814646
"PGSC0003DMT400000220",104.239328520214,-1.36605552287068,0.295075578613174,-4.62951061314869,3.66530941189445e-06,0.000203958775983342
"PGSC0003DMT400000222",200.388084391333,0.81119442232506,0.362221584743449,2.23949774528099,0.0251235478626627,0.177656802608078
"PGSC0003DMT400000225",6.42305025711761,0.983837946236393,0.999442850365383,0.984386396757668,0.324925563974325,0.684588894271205
"PGSC0003DMT400000226",19.4522240749407,0.934520509604044,0.587170189866815,1.59156667986843,0.111482101838173,0.419350055233507
"PGSC0003DMT400000227",241.362647371958,-0.0364199160554225,0.263031922245502,-0.138461962124239,0.889875329831602,0.967796620326183
"PGSC0003DMT400000229",0.717078352259717,-3.11028622575096,2.79498385802428,-1.11281008540406,0.265790002976949,NA
"PGSC0003DMT400000230",1942.72534863356,0.203894278859733,0.311265304118604,0.655049811726015,0.512435683762947,0.818879343536676
"PGSC0003DMT400000233",6.33829118927492,-1.1940328697682,0.894032276008347,-1.33555901929994,0.181693452410005,0.536092763151824
"PGSC0003DMT400000234",13.260008334438,-2.29026930483607,0.63185973019801,-3.6246483125588,0.000289354932351232,0.00740428563067374
"PGSC0003DMT400000235",546.018988598724,-0.496157228634256,0.264277170740724,-1.87741236688592,0.0604615978204835,0.297340446161694
"PGSC0003DMT400000237",13.4073529529651,-0.0022990377835337,0.67513681960209,-0.00340529166353081,0.997282975607747,0.998882023461508
"PGSC0003DMT400000240",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000241",32.7482562180959,0.201216052775086,0.393630240199588,0.511180372404978,0.609224761110396,0.867109344103297
"PGSC0003DMT400000243",203.812096284258,-0.436127108347293,0.312453363346549,-1.39581505436885,0.162770195789373,0.509967602803493
"PGSC0003DMT400000247",1842.81827812698,-0.710648132672687,0.248985903259253,-2.85417014927442,0.00431494143045445,0.0555394604119922
"PGSC0003DMT400000249",2.30416136115228,-0.472693785879471,1.31150484654429,-0.36042092190889,0.718532383089746,NA
"PGSC0003DMT400000251",92.1058546015231,-0.987237462447696,0.400261051463742,-2.46648395800041,0.013644684019701,0.119401865486615
"PGSC0003DMT400000252",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000254",23.7100609626106,-0.275437328919067,0.584300868037783,-0.471396405492343,0.637357682393604,0.879814010491957
"PGSC0003DMT400000256",0.296156804116702,-0.269343076808691,3.81748381138928,-0.0705551326780007,0.943751820308143,NA
"PGSC0003DMT400000259",236.783693187933,0.361940451277905,0.300125554238258,1.20596345818182,0.22783158049593,0.59391637376425
"PGSC0003DMT400000261",268.589085322901,-0.0438808963689697,0.232808186444145,-0.188485194782863,0.850496320371053,0.955194034269608
"PGSC0003DMT400000264",2800.72731514928,-0.0120894777479402,0.201746115294545,-0.0599242157911678,0.952215993136342,0.98660033501958
"PGSC0003DMT400000265",3.11050068464936,0.829771752267231,1.22660312097298,0.676479407299265,0.498736316127545,NA
"PGSC0003DMT400000266",47.5440484458156,0.925134398812281,0.375308358145584,2.46499812416492,0.0137013968842412,0.119564405360526
"PGSC0003DMT400000269",7.90701776992615,-0.60061110149226,0.752730246667618,-0.797910146631149,0.424922634762857,0.762692416279614
"PGSC0003DMT400000273",352.079347734599,0.510092025774304,0.230975368948961,2.20842606766014,0.0272145863071824,0.185172647315055
"PGSC0003DMT400000274",3.82327504820713,2.6961041681084,1.24960141322372,2.15757131800371,0.030961176689544,0.199169965268144
"PGSC0003DMT400000276",37.717730827429,0.267503483718544,0.353986148595601,0.755689127328382,0.449835604401337,0.779380664287758
"PGSC0003DMT400000279",0.34355181796045,-2.05908722953426,3.58020125913406,-0.575131698052162,0.565202231668428,NA
"PGSC0003DMT400000281",26.9568906974281,-0.179992159073657,0.401920055340161,-0.447830748135527,0.654275350599475,0.887727102096175
"PGSC0003DMT400000283",101.417598815438,-0.195112089161228,0.361560932498746,-0.539638195456599,0.589446570240949,0.857982810641511
"PGSC0003DMT400000286",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000287",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000290",361.335342456993,-0.0692895539185299,0.221233910767515,-0.313195900565819,0.754131832748003,0.924136582781878
"PGSC0003DMT400000291",48.3819946228634,-0.486963213361804,0.352547009526365,-1.38127171753923,0.167195430847553,0.516366332433565
"PGSC0003DMT400000293",245.497475518799,0.42809773778851,0.280687427687274,1.52517603412388,0.127215196540312,0.448663337926404
"PGSC0003DMT400000295",40.5099351252164,-0.729501779849702,0.637287183522422,-1.14469865189755,0.252334010088205,0.618332683559363
"PGSC0003DMT400000296",52.4433463895492,-0.386936329373365,0.341529299208855,-1.13295207840058,0.257234378209245,0.623820807907599
"PGSC0003DMT400000299",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000301",13.7117172811534,-0.601000439435806,0.565707769242766,-1.06238675180346,0.288060145636075,0.650052943994724
"PGSC0003DMT400000307",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000310",611.012406665483,-0.765229217382283,0.205544764911295,-3.72293216863259,0.000196922440298567,0.00550835826057381
"PGSC0003DMT400000311",67.8541445195183,0.33231437835935,0.325119200004904,1.0221308933903,0.306718953176947,0.66807858208819
"PGSC0003DMT400000313",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000314",0.204969299246881,-1.23112460513656,4.0804728567969,-0.301711259538428,0.762872184185382,NA
"PGSC0003DMT400000316",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000320",864.72596031915,-0.00477973075089988,0.255143601963509,-0.0187334924886084,0.985053709796368,0.995441921441808
"PGSC0003DMT400000326",42.5195961369099,0.162066969582272,0.452605326094174,0.358075701364043,0.720286662569036,0.911912983922478
"PGSC0003DMT400000330",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000331",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000333",154.902378332529,-1.2242458196615,0.507320142473207,-2.41316225626928,0.0158147774779256,0.130753523150822
"PGSC0003DMT400000335",143.697264790411,-0.233843229071901,0.373992409648981,-0.625261965320045,0.531799138587493,0.829297516996353
"PGSC0003DMT400000336",271.559780356989,-0.307550920753671,0.275809991964434,-1.11508259205246,0.264815030513441,0.630252036998604
"PGSC0003DMT400000338",88.938425511833,1.06248738189152,0.437582109608566,2.42808688600627,0.0151787064607507,0.127064693897078
"PGSC0003DMT400000339",5.58437486584672,-1.6179172216422,0.879297226301002,-1.8400117426145,0.0657665133611488,0.310924314341206
"PGSC0003DMT400000342",224.409751067048,0.1799154816766,0.279022204073837,0.644807040621717,0.519052238761493,0.822680320328323
"PGSC0003DMT400000343",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000345",266.400639253275,-0.321247425012718,0.316258119433429,-1.01577605529378,0.3097360409364,0.670592043099815
"PGSC0003DMT400000347",22.4833611028111,-0.407475141452931,0.567813841757675,-0.717621007954977,0.47299100075854,0.795720248043006
"PGSC0003DMT400000349",8.28082959193818,-1.62715091994653,0.777539715651026,-2.09269171361122,0.0363766834443746,0.219426512996564
"PGSC0003DMT400000350",0.344884924913534,1.85195543562834,3.534010616987,0.524037881133266,0.600252192613164,NA
"PGSC0003DMT400000351",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000352",95.2302985547901,-0.125790378204678,0.453692566833987,-0.277259067924529,0.78158118697959,0.933840685121813
"PGSC0003DMT400000356",129.172770237014,0.633863639570434,0.37739380082503,1.67958148275019,0.0930387729739992,0.381401042754284
"PGSC0003DMT400000359",485.78245726941,0.303051309946897,0.414399677794637,0.731301992220852,0.464594713895085,0.790281886642484
"PGSC0003DMT400000360",9.78675507832618,-2.05850183903257,0.788631093980674,-2.61022150247985,0.00904836136475013,0.0911706287246366
"PGSC0003DMT400000363",731.231614786185,0.356051856938289,0.309035054977687,1.15214067531593,0.249263270938447,0.616015293084348
"PGSC0003DMT400000364",706.54854116865,0.336824065861965,0.224480226751472,1.50046207069664,0.133494751440901,0.460745292321933
"PGSC0003DMT400000365",2645.08707838605,0.319403766545985,0.353396403854919,0.903811592483298,0.36609531371531,0.717133784450548
"PGSC0003DMT400000367",272.027058289795,-1.42880243774014,0.48042240451667,-2.97405454930352,0.00293892823836485,0.042421174125268
"PGSC0003DMT400000376",32.9583351447613,-0.305528451969787,0.395604874327188,-0.772307096795519,0.439932563146992,0.772193606937768
"PGSC0003DMT400000377",141.170256397524,0.80748764532864,0.382768539851173,2.1095977366442,0.0348930194711989,0.214021354470603
"PGSC0003DMT400000378",30.7867081644702,0.0864340153671406,0.442108082071102,0.195504264392162,0.844998199593234,0.953247062855788
"PGSC0003DMT400000380",13.0891559061303,-1.55851852872554,0.723076898656358,-2.15539803805325,0.0311306997700526,0.199672704894541
"PGSC0003DMT400000381",3.24982739898998,-1.76752940042779,1.22338947999775,-1.44478061102098,0.148519518854638,NA
"PGSC0003DMT400000383",122.154604572969,-0.3404367546986,0.381867784911642,-0.891504253958923,0.372658710428087,0.723796739711642
"PGSC0003DMT400000387",96.7066229826487,-0.250266097734886,0.366516753291826,-0.68282307830993,0.494718644796693,0.808703601764196
"PGSC0003DMT400000390",1.42522284531587,-1.5380814813658,1.76060517352649,-0.873609543180556,0.382330927338377,NA
"PGSC0003DMT400000391",403.375330403398,0.00421720038125991,0.224327730232925,0.018799282535784,0.985001226176065,0.995441921441808
"PGSC0003DMT400000396",116.389561544653,0.353563283301118,0.332765426019368,1.06250005455957,0.288008733248418,0.650052943994724
"PGSC0003DMT400000414",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000418",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000423",2.33444860682462,0.136262430066597,1.49354241800207,0.0912343890767274,0.927306350356425,NA
"PGSC0003DMT400000425",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000430",1.17574507155031,-1.74705392321103,1.79097187210162,-0.975478147047023,0.329323136405109,NA
"PGSC0003DMT400000436",37.8355289104361,-1.13753093570161,0.443239590406938,-2.56640191968693,0.0102759681857413,0.0987173397147621
"PGSC0003DMT400000441",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000446",123.584839965772,1.31846477743665,0.346381207724237,3.80639811870599,0.000141005339124332,0.00429421389780497
"PGSC0003DMT400000447",178.531075056915,0.506986043096825,0.31391895076089,1.61502210002923,0.106305909052546,0.409599562698749
"PGSC0003DMT400000448",257.800663969119,-0.146051521673041,0.252517268917191,-0.57838231143287,0.563006033537045,0.844002956794022
"PGSC0003DMT400000450",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000453",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000457",155.663050453086,-1.23693271262491,0.330513461697095,-3.74245789043994,0.000182229076731607,0.00517343211371207
"PGSC0003DMT400000462",755.37288451044,0.303370252865022,0.270494734956375,1.12153847620712,0.262058723227026,0.627524591272104
"PGSC0003DMT400000464",5.80048113455062,-0.226117950708793,0.834080766316445,-0.27109838739886,0.786315361822544,0.935224944384689
"PGSC0003DMT400000466",328.699836874046,-1.54359935114734,0.461335454817945,-3.34593696414788,0.000820050360867546,0.0165547666600136
"PGSC0003DMT400000470",7.12691111211544,-1.11330962057411,0.767863625616469,-1.44987935804396,0.147092164514466,0.485270912376786
"PGSC0003DMT400000471",312.243029655386,0.321188647268939,0.367197699513666,0.874702231779603,0.381735945476649,0.730079058274466
"PGSC0003DMT400000473",5.48421521366816,-1.24897889632947,0.978745433514679,-1.2761018887663,0.201919504029632,0.563030451932183
"PGSC0003DMT400000477",49.4371683446936,0.0116128519342366,0.390378296602192,0.0297476884225212,0.976268278871794,0.993251640050458
"PGSC0003DMT400000478",91.4381496373716,-0.0844384458486276,0.364473500389144,-0.231672387041784,0.816792479880116,0.942702464255039
"PGSC0003DMT400000479",45.1864461191646,-0.362691532858903,0.365562531059682,-0.992146355392451,0.32112613655069,0.680674730243362
"PGSC0003DMT400000482",265.34480060634,0.213714679501107,0.217843222558705,0.981048099596096,0.326569022505242,0.686376316300459
"PGSC0003DMT400000483",135.933955271663,0.230670136999809,0.283897784509918,0.812511226172498,0.416498347572383,0.754740680860763
"PGSC0003DMT400000485",96.9691712213768,0.252353801808917,0.269664049749052,0.935808099165447,0.349372000716028,0.705877408268344
"PGSC0003DMT400000488",13.6431353819522,0.511240190770609,0.665543720829398,0.768154179463227,0.442395591907312,0.774056637148535
"PGSC0003DMT400000489",299.549753933033,-0.204893065001645,0.20938659821898,-0.978539537603853,0.327807546508776,0.686512626426895
"PGSC0003DMT400000492",354.898747481261,0.200549519567851,0.257587523229972,0.778568453367216,0.436233968246347,0.769266709478862
"PGSC0003DMT400000494",0.565056820087824,1.00702020134914,3.09611262907235,0.32525309056695,0.744989530593519,NA
"PGSC0003DMT400000500",3.17820608016276,-0.806087760600263,1.49278050849636,-0.53999081312511,0.58920336804679,NA
"PGSC0003DMT400000502",482.003639269299,-0.353702254866545,0.196722806752414,-1.79797279586245,0.0721813189023996,0.328261094857969
"PGSC0003DMT400000503",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000505",332.098612153073,0.622773440578671,0.261964797285854,2.37731728473084,0.0174390803787025,0.139962314581813
"PGSC0003DMT400000507",15.8561666862059,-0.511082664957314,0.510145322984858,-1.00183740187398,0.316422129841304,0.67630795531307
"PGSC0003DMT400000510",48.8353906751886,-0.427983189998046,0.372663881627167,-1.14844290283603,0.250785771116219,0.616939649052664
"PGSC0003DMT400000512",1.17340590458601,0.49358557176564,1.91384613913798,0.257902430959239,0.796482208680548,NA
"PGSC0003DMT400000517",3.56484323766121,-0.0193598606315241,1.10460544839362,-0.0175264938803972,0.986016597030421,NA
"PGSC0003DMT400000536",888.800666214016,1.42597862724472,0.441404855134358,3.23054585978822,0.00123554081703307,0.0224773892101904
"PGSC0003DMT400000537",401.487798734589,-0.0949832174850197,0.250518536832314,-0.379146464313726,0.704579103997896,0.907008486709326
"PGSC0003DMT400000538",26.4441850645723,-1.62485942841982,1.50927824558251,-1.07658043384353,0.281667749274636,0.646030485320773
"PGSC0003DMT400000539",567.735795302266,0.0795174831603342,0.234202691062565,0.339524207854179,0.734214863745936,0.915097451022557
"PGSC0003DMT400000543",30.3566095785933,0.977159264981144,0.448712798805394,2.17769421238402,0.0294288100902098,0.194296528369789
"PGSC0003DMT400000546",527.709754391011,1.02615143996483,0.306862848073134,3.3440067652643,0.000825777236781146,0.0166079918145474
"PGSC0003DMT400000547",108.352981406941,-0.220745013481622,0.3490804190321,-0.632361488775809,0.52715069269776,0.827118600516982
"PGSC0003DMT400000548",1825.95166055465,0.0992013674426524,0.241192255871478,0.411295823260233,0.680855631859202,0.898404860298901
"PGSC0003DMT400000552",14.5512503982315,-0.171582885637167,0.546511453852097,-0.313960273710206,0.753551211239704,0.924136582781878
"PGSC0003DMT400000553",4.57494682687599,0.651380308913323,1.46883847272235,0.443466263316247,0.657428516112226,0.888507852426246
"PGSC0003DMT400000554",1.3900326768335,2.58710235161698,1.92462208741884,1.34421316710888,0.178879465015135,NA
"PGSC0003DMT400000557",32.4669926269738,0.081624872277154,0.375445792887587,0.217407875713215,0.827890494050727,0.946622176701262
"PGSC0003DMT400000558",0.126097850979397,0.692428746505928,4.0804728567969,0.169693261248519,0.865251373955029,NA
"PGSC0003DMT400000565",82.788279859226,-0.694024841369246,0.321292669508066,-2.16010169927584,0.0307647975140442,0.198515857008263
"PGSC0003DMT400000568",28.750851397928,-0.886749051422045,0.426392216378817,-2.07965581302787,0.0375571137423778,0.224020986116991
"PGSC0003DMT400000570",69.2158342546788,-1.92958399849589,0.564555544290423,-3.41788158492207,0.000631105582747751,0.013641283423054
"PGSC0003DMT400000571",3.982987182482,0.420276243157797,1.09222015615213,0.384790777564864,0.700392432467969,0.905590487267308
"PGSC0003DMT400000572",0.31286111812903,-0.269342854832581,3.74567122632062,-0.0719077672754416,0.942675308662227,NA
"PGSC0003DMT400000574",2.1615975583921,-1.04495392510281,1.28861142040526,-0.810914685805112,0.417414666012609,NA
"PGSC0003DMT400000575",9.81218554129698,-0.1485979581649,0.696113363752369,-0.213468044003479,0.830961911861095,0.947212476305107
"PGSC0003DMT400000585",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000587",54.2695699590789,0.202522083264033,0.46469432063508,0.435817857612835,0.662968886368145,0.89064373723291
"PGSC0003DMT400000589",6420.82025953919,-0.103836752437025,0.406635669625523,-0.255355740269045,0.798448351962323,0.937494144679363
"PGSC0003DMT400000591",9.29444045331193,-1.37326816764583,0.828246525900685,-1.65804277434482,0.0973088330467055,0.391315459931067
"PGSC0003DMT400000592",57.3182560003587,0.237675036285585,0.371786228542795,0.639278752247348,0.522641608438575,0.825274048596132
"PGSC0003DMT400000593",250.254024718248,-0.416297680309816,0.468723050842756,-0.88815277926127,0.37445857533911,0.725140554945974
"PGSC0003DMT400000594",904.99844166079,-1.37449977928742,0.485790198588667,-2.82941027480722,0.00466338741679758,0.0581595145957292
"PGSC0003DMT400000595",23.4155937504237,-0.298177517873013,0.498371279389695,-0.598303975779184,0.549637124259899,0.837940861181336
"PGSC0003DMT400000597",101.466550024598,0.156509968593357,0.353567040849348,0.442659949913276,0.658011715232195,0.888507852426246
"PGSC0003DMT400000599",225.637579684071,0.293743884991682,0.367984017075932,0.798251748339029,0.424724412784058,0.762692416279614
"PGSC0003DMT400000600",1.39646433908537,-0.735874853213772,1.80959417540472,-0.406651868808758,0.684263695734142,NA
"PGSC0003DMT400000601",1.29666451452514,-1.52589529895669,1.80072002050397,-0.847380648619453,0.39678298713823,NA
"PGSC0003DMT400000605",259.056553324778,0.300744907775394,0.394267306049302,0.762794437076117,0.445585999259545,0.77709726174859
"PGSC0003DMT400000606",1390.02599638297,-0.0945844835216012,0.217219152912328,-0.435433442463412,0.66324784036315,0.890800233734251
"PGSC0003DMT400000611",102.941116806478,-0.393164445341447,0.405082804323363,-0.970577968616011,0.331758481361559,0.689072989974111
"PGSC0003DMT400000613",5.63743727319786,-1.15499611656943,0.967011621642555,-1.19439734820102,0.232322573654929,0.599236121500487
"PGSC0003DMT400000614",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000618",0.457165001205675,0.528153917391628,3.30554356574892,0.159778235224066,0.873055769572888,NA
"PGSC0003DMT400000619",1.05074196529245,0.328111433281624,2.1519118962002,0.152474380508327,0.87881279555497,NA
"PGSC0003DMT400000626",2.39169021291509,1.78644383735232,1.37545580893562,1.29880133243593,0.194012117274614,NA
"PGSC0003DMT400000627",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000636",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000639",0,NA,NA,NA,NA,NA
"PGSC0003DMT400000646",60.7630954768302,0.505057367054983,0.32860939406598,1.53695352651292,0.124304690332847,0.443419877851222
"PGSC0003DMT400000647",48.7558751960506,-0.150187282871748,0.390149093425677,-0.384948434848431,0.700275619986641,0.905590487267308
"PGSC0003DMT400000649",106.835963431073,-0.281402458573187,0.282542556167633,-0.995964864160959,0.319267217182293,0.678818266618465
"PGSC0003DMT400000650",105.260429356005,-0.251306897034227,0.284136885625736,-0.88445713931435,0.376449489711771,0.726818301196736
"PGSC0003DMT400000651",305.452107665526,-0.55409639593904,0.332091753942362,-1.66850392808974,0.0952157328075443,0.38668421917998
"PGSC0003DMT400000652",56.1967917739504,-0.528143674092914,0.309407747557071,-1.70695038589975,0.087831274484353,0.368706127488386
"PGSC0003DMT400000654",594.70888305825,0.445576879977315,0.280006603296972,1.59130847176751,0.111540171173037,0.419405620727639
"PGSC0003DMT400000657",730.126797453859,-1.0694231701957,0.229730198602962,-4.65512665160739,3.23781615081783e-06,0.000186000586194129
"PGSC0003DMT400000660",105.051852923818,-0.51552746454838,0.301254079011255,-1.7112713170238,0.0870310387225473,0.367237947224867
"PGSC0003DMT400000662",358.338856958655,-0.28770273562945,0.214912496301855,-1.33869710035548,0.180669300637726,0.534749590641805
"PGSC0003DMT400000664",34.9074358644526,1.21905689472571,0.414186590502383,2.94325534114242,0.0032478042038092,0.0456479147495974
"PGSC0003DMT400000666",72.7884901963974,-0.196771806951839,0.287288831330543,-0.684926754863789,0.493390141919003,0.808030789200365
"PGSC0003DMT400000674",196.406036805517,0.173413848542563,0.228610307014334,0.758556562070013,0.448117865537357,0.778874237760903
